station_id,city_name,date,season,avg_temp_c,min_temp_c,max_temp_c,precipitation_mm,snow_depth_mm,avg_wind_dir_deg,avg_wind_speed_kmh,peak_wind_gust_kmh,avg_sea_level_pres_hpa,sunshine_total_min
72518,Albany,1999-01-15,Winter,-8.9,-17.2,-0.6,18.0,254.0,,9.0,,1014.9,
72518,Albany,1999-02-15,Winter,-6.7,-14.4,1.1,0.0,76.0,,3.6,,1026.1,
72518,Albany,1999-09-15,Autumn,19.4,15.6,22.8,2.3,0.0,,6.8,,1019.0,
72518,Albany,1999-10-15,Autumn,6.1,-1.7,13.9,0.0,0.0,,9.7,,1025.4,
72518,Albany,1999-11-15,Autumn,2.2,-0.6,5.0,0.0,0.0,302.0,27.7,,1003.6,
72518,Albany,1999-12-15,Winter,2.8,0.6,5.0,2.5,0.0,,5.8,,1019.3,
72518,Albany,2000-01-15,Winter,-13.9,-20.0,-7.8,0.0,102.0,,6.8,,1036.7,
72518,Albany,2000-02-15,Winter,-3.3,-7.2,0.6,0.0,152.0,,22.7,,1017.6,
72518,Albany,2000-09-15,Autumn,15.6,10.6,20.0,12.4,0.0,,13.0,,1003.9,
72518,Albany,2000-10-15,Autumn,15.6,8.9,22.2,0.0,0.0,,13.0,,1017.4,
72518,Albany,2000-11-15,Autumn,3.3,0.0,6.1,0.0,0.0,,19.8,,1008.9,
72518,Albany,2000-12-15,Winter,-7.2,-12.8,-1.7,0.0,51.0,,5.4,,1034.8,
72518,Albany,2001-01-15,Winter,0.0,-1.7,1.1,0.5,127.0,,4.7,,1019.3,
72518,Albany,2001-02-15,Winter,0.0,-4.4,3.9,0.0,0.0,,12.2,,1014.4,0.0
72518,Albany,2001-09-15,Autumn,12.2,4.4,19.4,0.0,0.0,,4.7,,1022.8,0.0
72518,Albany,2001-10-15,Autumn,11.7,4.4,18.9,9.9,0.0,,13.0,,1014.5,0.0
72518,Albany,2001-11-15,Autumn,10.6,4.4,16.7,0.0,0.0,,7.9,,1018.6,0.0
72518,Albany,2001-12-15,Winter,-0.6,-3.9,2.8,3.3,0.0,,15.5,,1021.0,
72518,Albany,2002-01-15,Winter,0.6,-2.8,3.3,0.8,76.0,,6.1,,1010.3,0.0
72518,Albany,2002-02-15,Winter,2.8,-1.7,6.7,0.0,0.0,172.0,24.1,,1017.7,0.0
72518,Albany,2002-09-15,Autumn,21.7,17.8,25.0,40.1,0.0,,15.5,,1016.4,0.0
72518,Albany,2002-10-15,Autumn,5.0,-1.7,11.7,0.0,0.0,,6.5,,1023.4,0.0
72518,Albany,2002-11-15,Autumn,8.9,1.7,15.6,0.0,0.0,185.0,16.6,,1014.8,0.0
72518,Albany,2002-12-15,Winter,2.8,1.7,3.3,0.0,76.0,,16.9,,1004.5,0.0
72518,Albany,2003-01-15,Winter,-11.7,-17.2,-6.7,0.0,305.0,,6.1,,1018.5,
72518,Albany,2003-02-15,Winter,-17.8,-18.9,-12.2,0.0,152.0,,13.0,,1030.8,0.0
72518,Albany,2003-09-15,Autumn,23.9,20.6,27.2,3.3,0.0,,11.5,,1019.5,0.0
72518,Albany,2003-10-15,Autumn,11.7,7.8,15.0,21.6,0.0,,27.4,,992.0,0.0
72518,Albany,2003-11-15,Autumn,-1.1,-5.0,2.8,0.0,0.0,,19.1,,1016.9,0.0
72518,Albany,2003-12-15,Winter,-2.2,-4.4,0.0,8.4,178.0,319.0,26.6,,1008.4,0.0
72518,Albany,2004-01-15,Winter,-19.4,-22.8,-16.7,0.5,51.0,,22.7,,1013.6,0.0
72518,Albany,2004-02-15,Winter,-8.3,-16.1,-1.1,0.0,152.0,,11.9,,1024.7,0.0
72518,Albany,2004-09-15,Autumn,18.3,13.3,22.8,0.0,0.0,,13.0,,1024.9,0.0
72518,Albany,2004-10-15,Autumn,13.9,11.1,16.1,7.4,0.0,,8.3,,1000.6,0.0
72518,Albany,2004-11-15,Autumn,5.6,-1.1,11.7,0.0,0.0,299.0,15.8,,1032.6,
72518,Albany,2004-12-15,Winter,-7.2,-10.6,-3.9,0.0,0.0,,12.6,,1028.7,0.0
72518,Albany,2005-01-15,Winter,-6.1,-9.4,-3.3,0.0,0.0,,11.5,,1039.3,0.0
72518,Albany,2005-02-15,Winter,6.1,2.2,10.0,2.0,0.0,,9.0,,1015.5,0.0
72518,Albany,2005-09-15,Autumn,22.5,19.4,25.6,11.4,0.0,,5.0,,,
72518,Albany,2005-10-15,Autumn,14.3,11.1,18.3,5.6,0.0,,16.6,,,
72518,Albany,2005-11-15,Autumn,5.5,1.7,11.7,12.2,0.0,,8.3,,1025.8,
72518,Albany,2005-12-15,Winter,-10.7,-16.1,-6.1,0.3,51.0,,6.1,,1027.6,
72518,Albany,2006-01-15,Winter,-9.7,-15.6,-4.4,1.5,76.0,318.0,36.0,,1005.1,
72518,Albany,2006-02-15,Winter,4.6,-0.6,12.8,0.0,0.0,,13.3,,1020.0,
72518,Albany,2006-09-15,Autumn,18.7,15.0,22.8,2.5,0.0,,4.7,,,64.0
72518,Albany,2006-10-15,Autumn,4.8,-1.7,11.1,0.0,0.0,,5.8,,1016.9,167.0
72518,Albany,2006-11-15,Autumn,10.1,7.8,12.8,0.3,0.0,,1.1,,,0.0
72518,Albany,2006-12-15,Winter,7.5,3.9,9.4,1.0,0.0,,15.5,,,80.0
72518,Albany,2007-01-15,Winter,-0.1,-3.9,3.3,18.8,0.0,,11.5,,,0.0
72518,Albany,2007-02-15,Winter,-12.4,-14.4,-10.6,0.0,330.0,,26.3,,1007.0,500.0
72518,Albany,2007-09-15,Autumn,14.9,9.4,19.4,6.9,0.0,,16.2,,1014.5,248.0
72518,Albany,2007-10-15,Autumn,12.2,8.3,16.7,0.0,0.0,,12.2,,,425.0
72518,Albany,2007-11-15,Autumn,7.6,3.9,12.8,37.6,0.0,,14.0,,,0.0
72518,Albany,2007-12-15,Winter,-8.9,-11.7,-2.2,0.3,152.0,5.0,13.3,,1032.3,115.0
72518,Albany,2008-01-15,Winter,-2.5,-8.3,-0.6,0.3,51.0,,7.6,,,
72518,Albany,2008-02-15,Winter,-1.5,-7.2,3.9,0.0,51.0,223.0,19.8,,1017.6,
72518,Albany,2008-09-15,Autumn,22.2,13.3,27.8,0.0,0.0,275.0,21.6,,1006.5,
72518,Albany,2008-10-15,Autumn,13.3,8.3,18.3,0.0,0.0,,5.0,,1019.4,
72518,Albany,2008-11-15,Autumn,15.7,13.3,20.0,10.7,0.0,170.0,14.8,,,
72518,Albany,2008-12-15,Winter,8.6,2.2,14.4,4.8,0.0,180.0,24.5,,1021.9,
72518,Albany,2009-01-15,Winter,-13.8,-18.9,-8.9,0.0,102.0,,6.8,,,
72518,Albany,2009-02-15,Winter,-3.1,-7.2,1.7,0.0,0.0,298.0,16.6,,1018.1,
72518,Albany,2009-09-15,Autumn,17.8,11.7,24.4,0.0,0.0,,9.7,,,
72518,Albany,2009-10-15,Autumn,1.9,-2.2,5.6,0.0,0.0,,7.9,,1020.1,
72518,Albany,2009-11-15,Autumn,11.7,9.4,16.1,0.3,0.0,,4.3,,,
72518,Albany,2009-12-15,Winter,3.0,0.0,5.0,0.3,76.0,,15.8,,1012.9,
72518,Albany,2010-01-15,Winter,1.7,-0.6,4.4,0.0,0.0,233.0,14.0,,1019.6,
72518,Albany,2010-02-15,Winter,-1.1,-5.6,3.3,0.0,0.0,,9.7,,1005.4,
72518,Albany,2010-09-15,Autumn,13.2,8.3,18.9,0.3,0.0,,15.5,,1018.3,
72518,Albany,2010-10-15,Autumn,8.8,7.2,10.0,15.2,0.0,,19.8,,,
72518,Albany,2010-11-15,Autumn,8.9,5.6,10.6,0.0,0.0,,7.2,,1017.3,
72518,Albany,2010-12-15,Winter,-9.0,-14.4,-6.1,0.0,51.0,291.0,16.9,,1005.6,
72518,Albany,2011-01-15,Winter,-10.1,-20.0,-1.1,0.0,229.0,,11.5,,1017.9,
72518,Albany,2011-02-15,Winter,-7.7,-11.7,-1.7,0.0,305.0,,23.0,,1025.3,
72518,Albany,2011-09-15,Autumn,13.9,7.8,17.2,6.9,0.0,,11.5,,1014.8,
72518,Albany,2011-10-15,Autumn,14.1,10.6,17.2,2.5,0.0,207.0,19.8,,999.2,
72518,Albany,2011-11-15,Autumn,12.0,5.0,16.1,0.0,0.0,,8.6,,1009.3,
72518,Albany,2011-12-15,Winter,7.6,5.0,10.0,4.1,0.0,174.0,27.0,,1012.7,
72518,Albany,2012-01-15,Winter,-14.2,-17.8,-10.6,0.0,25.0,294.0,16.2,,1029.5,
72518,Albany,2012-02-15,Winter,2.7,-0.6,6.1,0.0,0.0,,9.4,,1021.9,
72518,Albany,2012-09-15,Autumn,16.6,11.1,21.1,3.3,0.0,292.0,16.6,,1019.5,
72518,Albany,2012-10-15,Autumn,16.2,11.1,18.9,1.8,0.0,,16.2,,1005.7,
72518,Albany,2012-11-15,Autumn,-0.2,-4.4,4.4,0.0,0.0,,2.9,,1031.0,
72518,Albany,2012-12-15,Winter,0.1,-3.9,4.4,0.0,0.0,,10.8,,1025.9,
72518,Albany,2013-01-15,Winter,0.2,-2.8,2.8,0.0,0.0,,7.6,,1026.6,
72518,Albany,2013-02-15,Winter,3.7,-0.6,8.9,0.5,0.0,228.0,15.8,,1013.7,
72518,Albany,2013-09-15,Autumn,12.9,5.6,20.6,0.0,0.0,,4.7,,1020.3,
72518,Albany,2013-10-15,Autumn,16.1,13.3,21.7,0.0,0.0,,4.3,,1022.9,
72518,Albany,2013-11-15,Autumn,5.0,0.0,13.3,0.0,0.0,,6.1,,1021.3,
72518,Albany,2013-12-15,Winter,-6.8,-11.0,-1.0,17.0,280.0,,8.6,,,
72518,Albany,2014-01-15,Winter,2.7,-4.3,8.3,0.0,0.0,,10.8,,1012.8,
72518,Albany,2014-02-15,Winter,-1.7,-5.5,0.6,1.3,380.0,,10.8,,,
72518,Albany,2014-09-15,Autumn,11.4,5.0,19.4,0.0,0.0,,3.2,,1022.6,
72518,Albany,2014-10-15,Autumn,22.7,21.1,26.1,3.3,0.0,157.0,18.4,,1014.8,
72518,Albany,2014-11-15,Autumn,-0.6,-4.9,3.9,0.0,0.0,,12.2,,1025.5,
72518,Albany,2014-12-15,Winter,2.1,0.6,2.2,0.0,100.0,,7.9,,1019.0,
72518,Albany,2015-01-15,Winter,-9.2,-15.5,-3.2,0.0,80.0,,5.0,,1019.0,
72518,Albany,2015-02-15,Winter,-11.3,-20.5,-8.2,3.8,430.0,308.0,28.8,,,
72518,Albany,2015-09-15,Autumn,18.7,11.7,27.2,0.0,0.0,,7.2,,1024.6,
72518,Albany,2015-10-15,Autumn,10.2,3.3,17.8,0.0,0.0,,9.4,,1013.0,
72518,Albany,2015-11-15,Autumn,6.3,-1.0,15.0,0.0,0.0,,8.3,,1021.7,
72518,Albany,2015-12-15,Winter,12.5,5.6,16.1,1.0,0.0,282.0,22.3,,1000.7,
72518,Albany,2016-01-15,Winter,-0.4,-4.9,5.6,0.0,0.0,,2.9,,1010.8,
72518,Albany,2016-02-15,Winter,-15.1,-19.9,-6.6,3.6,0.0,,6.5,,,
72518,Albany,2016-09-15,Autumn,15.3,8.9,21.7,0.0,0.0,,6.1,,1025.4,
72518,Albany,2016-10-15,Autumn,6.6,-2.1,17.2,0.0,0.0,,9.0,,1028.5,
72518,Albany,2016-11-15,Autumn,4.4,1.1,7.8,39.4,0.0,,7.2,,1013.0,
72518,Albany,2016-12-15,Winter,-6.2,-14.3,-2.7,0.5,30.0,275.0,24.1,,,
72518,Albany,2017-01-15,Winter,-3.3,-9.9,2.2,0.0,0.0,,10.8,,1027.7,
72518,Albany,2017-02-15,Winter,1.7,0.0,3.9,0.3,180.0,215.0,18.0,,,
72518,Albany,2017-09-15,Autumn,21.8,17.8,28.3,4.6,0.0,,4.0,,,
72518,Albany,2017-10-15,Autumn,18.2,13.9,23.3,5.1,0.0,,22.7,,1012.1,
72518,Albany,2017-11-15,Autumn,3.9,1.1,8.3,0.0,0.0,,7.6,,1023.7,
72518,Albany,2017-12-15,Winter,-9.2,-13.8,-5.5,0.0,30.0,,7.9,,1016.0,
72518,Albany,2018-01-15,Winter,-11.9,-14.9,-6.0,0.0,0.0,,6.8,,1039.4,
72518,Albany,2018-02-15,Winter,5.4,-1.0,11.7,0.0,50.0,179.0,11.5,,1009.0,
72518,Albany,2018-09-15,Autumn,22.7,18.9,29.4,0.0,0.0,,1.8,,1022.4,
72518,Albany,2018-10-15,Autumn,10.1,3.9,16.1,4.1,0.0,,18.4,,1015.3,
72518,Albany,2018-11-15,Autumn,-4.2,-6.6,-1.6,8.4,0.0,,5.8,,1032.2,
72518,Albany,2018-12-15,Winter,6.6,0.0,8.9,0.0,0.0,,6.5,,1022.9,
72518,Albany,2019-01-15,Winter,-6.1,-12.1,0.6,0.0,0.0,,4.7,,,
72518,Albany,2019-02-15,Winter,3.6,-3.2,10.0,1.3,100.0,199.0,22.7,,1006.7,
72518,Albany,2019-09-15,Autumn,19.3,12.2,25.6,0.0,0.0,275.0,9.4,,,
72518,Albany,2019-10-15,Autumn,10.6,3.9,16.7,0.0,0.0,,2.5,,1019.9,
72518,Albany,2019-11-15,Autumn,4.1,0.0,10.0,0.0,0.0,234.0,17.3,,1022.1,
72518,Albany,2019-12-15,Winter,5.0,-2.1,6.7,0.0,0.0,278.0,30.2,,1006.1,
72518,Albany,2020-01-15,Winter,5.6,-1.6,8.3,0.0,0.0,303.0,11.9,,1020.2,
72518,Albany,2020-02-15,Winter,-10.5,-15.5,-2.1,0.0,30.0,172.0,12.2,,1033.2,
72518,Albany,2020-09-15,Autumn,9.8,2.8,16.1,0.0,0.0,,4.7,,1026.9,
72518,Albany,2020-10-15,Autumn,12.6,5.6,21.7,0.0,0.0,164.0,18.4,,1012.8,
72518,Albany,2020-11-15,Autumn,0.3,-6.0,11.1,11.2,0.0,103.0,13.3,,,
72518,Albany,2020-12-15,Winter,-2.3,-7.7,-1.0,0.0,0.0,293.0,22.7,,1024.3,
72518,Albany,2021-01-15,Winter,-1.2,-7.1,3.3,0.0,0.0,62.0,6.1,,1015.1,
72518,Albany,2021-02-15,Winter,-6.2,-8.2,-4.9,2.5,150.0,348.0,5.4,,1024.2,
72518,Albany,2021-09-15,Autumn,20.7,15.6,26.7,15.0,0.0,160.0,15.1,,1013.6,
72518,Albany,2021-10-15,Autumn,17.7,13.9,22.8,23.1,0.0,35.0,3.2,,1012.3,
72518,Albany,2021-11-15,Autumn,5.1,0.6,7.8,0.3,0.0,220.0,16.9,,1007.8,
72518,Albany,2021-12-15,Winter,0.9,-3.8,7.2,4.1,0.0,140.0,11.2,,1034.0,
72518,Albany,2022-01-15,Winter,-15.4,-19.3,-13.2,0.0,0.0,331.0,14.8,,1028.3,
72518,Albany,2022-02-15,Winter,-9.1,-13.2,-1.6,0.0,0.0,274.0,10.8,,1035.4,
72518,Albany,2022-09-15,Autumn,17.3,10.6,21.1,0.0,0.0,292.0,15.1,,1021.0,
72518,Albany,2022-10-15,Autumn,10.6,3.3,20.6,0.0,0.0,142.0,11.9,,1015.3,
72518,Albany,2022-11-15,Autumn,-0.6,-6.0,4.4,4.6,0.0,358.0,3.6,,1030.4,
72518,Albany,2022-12-15,Winter,-3.9,-8.8,0.6,4.1,50.0,5.0,1.8,,1023.3,
72518,Albany,2023-01-15,Winter,-2.7,-7.1,0.6,0.0,0.0,344.0,18.7,,1021.6,
72518,Albany,2023-02-15,Winter,6.9,-0.5,17.8,0.0,0.0,167.0,18.7,,1013.0,
72406,Annapolis,1999-01-15,Winter,-1.1,-3.9,1.7,13.5,0.0,,12.6,,1014.2,
72406,Annapolis,1999-02-15,Winter,2.8,-4.4,10.0,0.0,0.0,,7.6,,1025.4,
72406,Annapolis,1999-09-15,Autumn,20.6,19.4,21.7,19.8,0.0,,11.9,,1016.4,
72406,Annapolis,1999-10-15,Autumn,9.4,2.2,16.7,0.0,0.0,,4.7,,1025.4,
72406,Annapolis,1999-11-15,Autumn,7.8,3.9,11.1,0.0,0.0,302.0,20.9,,1008.7,
72406,Annapolis,1999-12-15,Winter,5.6,2.8,7.8,0.0,0.0,,6.8,,1017.3,
72406,Annapolis,2000-01-15,Winter,-3.3,-8.3,1.1,0.0,0.0,,9.0,,1036.7,
72406,Annapolis,2000-02-15,Winter,1.7,-3.3,6.7,0.0,0.0,,15.8,,1020.6,
72406,Annapolis,2000-09-15,Autumn,17.8,11.1,23.9,0.0,0.0,280.0,18.4,,1006.9,
72406,Annapolis,2000-10-15,Autumn,18.9,10.6,26.7,0.0,0.0,,5.8,,1018.2,
72406,Annapolis,2000-11-15,Autumn,3.9,-0.6,8.3,0.0,0.0,267.0,18.4,,1015.6,
72406,Annapolis,2000-12-15,Winter,1.7,-2.2,5.0,0.0,0.0,,7.2,,1033.5,
72406,Annapolis,2001-01-15,Winter,4.4,2.8,5.6,0.5,0.0,,4.0,,1018.0,
72406,Annapolis,2001-02-15,Winter,8.9,6.1,12.8,4.3,0.0,,10.8,,1013.6,
72406,Annapolis,2001-09-15,Autumn,15.0,8.3,21.1,0.0,0.0,,10.4,,1022.2,0.0
72406,Annapolis,2001-10-15,Autumn,13.3,6.7,20.0,0.0,0.0,,9.4,,1017.7,
72406,Annapolis,2001-11-15,Autumn,12.2,1.7,22.2,0.0,0.0,,7.6,,1022.1,0.0
72406,Annapolis,2001-12-15,Winter,7.8,1.1,13.9,0.0,0.0,301.0,16.6,,1023.2,
72406,Annapolis,2002-01-15,Winter,5.6,-1.1,11.7,0.0,0.0,,17.6,,1013.1,
72406,Annapolis,2002-02-15,Winter,3.9,-3.9,11.1,0.0,0.0,,9.0,,1021.8,
72406,Annapolis,2002-09-15,Autumn,23.3,21.7,25.0,2.3,0.0,,9.7,,1019.0,
72406,Annapolis,2002-10-15,Autumn,9.4,3.3,15.0,3.3,0.0,,11.5,,1020.1,
72406,Annapolis,2002-11-15,Autumn,9.4,2.8,16.1,0.0,0.0,,4.3,,1016.7,
72406,Annapolis,2002-12-15,Winter,6.1,2.2,9.4,0.0,0.0,259.0,15.1,,1009.4,
72406,Annapolis,2003-01-15,Winter,-3.9,-8.3,0.0,0.0,0.0,,16.6,,1022.4,
72406,Annapolis,2003-02-15,Winter,-2.2,-5.6,1.1,5.8,25.0,42.0,17.3,,1024.3,
72406,Annapolis,2003-09-15,Autumn,21.7,17.8,25.0,3.0,0.0,,7.6,,1017.6,
72406,Annapolis,2003-10-15,Autumn,12.8,8.3,17.2,0.0,0.0,263.0,25.6,,1002.7,
72406,Annapolis,2003-11-15,Autumn,8.9,4.4,13.3,0.0,0.0,,12.2,,1019.6,
72406,Annapolis,2003-12-15,Winter,1.1,-2.8,5.0,0.0,0.0,,18.7,,1013.9,0.0
72406,Annapolis,2004-01-15,Winter,-4.4,-8.9,0.0,0.0,0.0,333.0,20.2,,1010.7,0.0
72406,Annapolis,2004-02-15,Winter,-1.1,-5.0,2.8,0.0,0.0,3.0,13.7,,1020.9,
72406,Annapolis,2004-09-15,Autumn,18.9,17.2,20.6,6.4,0.0,,11.9,,1023.3,0.0
72406,Annapolis,2004-10-15,Autumn,13.3,8.3,17.8,2.8,0.0,,7.6,,998.7,
72406,Annapolis,2004-11-15,Autumn,7.8,-0.6,15.6,0.0,0.0,,4.7,,1034.8,
72406,Annapolis,2004-12-15,Winter,-1.1,-5.6,3.3,0.0,0.0,,10.8,,1030.8,0.0
72406,Annapolis,2005-01-15,Winter,0.0,-2.2,1.7,0.0,0.0,,6.8,,1038.7,0.0
72406,Annapolis,2005-02-15,Winter,9.4,1.7,16.7,0.0,0.0,,5.4,,1018.4,0.0
72406,Annapolis,2005-09-15,Autumn,26.1,22.8,31.1,8.1,0.0,,10.1,,1015.8,
72406,Annapolis,2005-10-15,Autumn,18.3,12.8,25.0,0.0,0.0,,14.8,,1006.5,
72406,Annapolis,2005-11-15,Autumn,16.1,11.1,20.6,0.3,0.0,,10.1,,1022.2,
72406,Annapolis,2005-12-15,Winter,-1.5,-5.0,7.2,31.2,0.0,63.0,15.5,,,
72406,Annapolis,2006-01-15,Winter,0.3,-3.3,4.4,0.0,0.0,301.0,28.1,,1007.2,
72406,Annapolis,2006-02-15,Winter,3.8,-5.0,14.4,0.0,25.0,,1.8,,1022.9,
72406,Annapolis,2006-09-15,Autumn,18.6,15.0,22.2,2.5,0.0,,10.4,,1015.1,
72406,Annapolis,2006-10-15,Autumn,7.7,0.0,15.6,0.0,0.0,,6.5,,1019.1,
72406,Annapolis,2006-11-15,Autumn,13.9,11.7,16.7,0.0,0.0,,6.1,,1012.4,
72406,Annapolis,2006-12-15,Winter,8.6,1.7,15.6,0.0,0.0,,5.4,,1009.3,
72406,Annapolis,2007-01-15,Winter,15.1,9.4,20.0,0.0,0.0,,10.4,,1013.3,
72406,Annapolis,2007-02-15,Winter,-6.9,-8.9,-4.4,0.0,25.0,292.0,21.6,,1015.3,
72406,Annapolis,2007-09-15,Autumn,18.6,11.7,22.2,0.5,0.0,,13.3,,1016.3,
72406,Annapolis,2007-10-15,Autumn,14.7,6.1,23.9,0.0,0.0,,3.2,,1021.6,
72406,Annapolis,2007-11-15,Autumn,10.2,4.4,17.2,17.3,0.0,274.0,16.2,,,
72406,Annapolis,2007-12-15,Winter,0.4,-3.3,2.2,3.6,0.0,,14.0,,1026.8,
72406,Annapolis,2008-01-15,Winter,-0.4,-2.8,3.3,0.0,0.0,269.0,16.9,,1014.5,
72406,Annapolis,2008-02-15,Winter,4.8,-3.3,12.8,0.0,0.0,,8.6,,1020.3,
72406,Annapolis,2008-09-15,Autumn,25.6,20.6,28.3,0.0,0.0,288.0,15.5,,1010.4,
72406,Annapolis,2008-10-15,Autumn,21.5,17.2,27.8,0.0,0.0,,3.2,,1018.7,
72406,Annapolis,2008-11-15,Autumn,15.9,10.6,22.8,19.1,0.0,,12.6,,1000.7,
72406,Annapolis,2008-12-15,Winter,12.8,6.1,19.4,1.0,0.0,,11.5,,1026.0,
72406,Annapolis,2009-01-15,Winter,-5.5,-10.6,-2.8,0.0,0.0,,14.8,,1024.3,
72406,Annapolis,2009-02-15,Winter,2.1,-1.7,6.1,0.0,0.0,310.0,12.2,,1019.6,
72406,Annapolis,2009-09-15,Autumn,22.0,16.1,28.9,0.0,0.0,,5.8,,1014.4,
72406,Annapolis,2009-10-15,Autumn,7.4,5.6,8.9,12.7,0.0,,16.9,,,
72406,Annapolis,2009-11-15,Autumn,15.2,9.4,22.2,0.0,0.0,,7.9,,1014.1,
72406,Annapolis,2009-12-15,Winter,8.8,3.9,14.4,0.0,0.0,,13.0,,1015.5,
72406,Annapolis,2010-01-15,Winter,3.7,-4.4,13.9,0.0,0.0,,8.6,,1022.7,
72406,Annapolis,2010-02-15,Winter,-2.8,-11.7,1.7,0.8,432.0,,6.5,,1008.6,
72406,Annapolis,2010-09-15,Autumn,20.0,11.7,28.9,0.0,0.0,,5.4,,1018.7,
72406,Annapolis,2010-10-15,Autumn,11.8,7.2,17.2,0.0,0.0,269.0,19.4,,1006.2,
72406,Annapolis,2010-11-15,Autumn,9.7,5.0,13.3,1.0,0.0,,3.6,,,
72406,Annapolis,2010-12-15,Winter,-4.4,-7.2,0.0,0.0,0.0,280.0,21.6,,1012.7,
72406,Annapolis,2011-01-15,Winter,0.3,-4.4,5.0,0.0,0.0,,4.7,,1019.4,
72406,Annapolis,2011-02-15,Winter,2.5,-4.4,7.8,0.0,0.0,,13.0,,1026.4,
72406,Annapolis,2011-09-15,Autumn,19.1,9.4,25.0,3.3,0.0,,10.4,,1014.3,
72406,Annapolis,2011-10-15,Autumn,16.2,10.6,21.7,0.0,0.0,239.0,18.4,,1006.8,
72406,Annapolis,2011-11-15,Autumn,17.2,13.9,20.0,0.3,0.0,,7.2,,1012.0,
72406,Annapolis,2011-12-15,Winter,12.1,6.7,17.2,0.3,0.0,,11.2,,1017.1,
72406,Annapolis,2012-01-15,Winter,-2.1,-6.7,1.1,0.0,0.0,,8.6,,1028.9,
72406,Annapolis,2012-02-15,Winter,6.8,2.2,12.2,0.0,0.0,,9.7,,1021.9,
72406,Annapolis,2012-09-15,Autumn,20.0,13.9,25.0,0.0,0.0,,10.1,,1020.9,
72406,Annapolis,2012-10-15,Autumn,18.3,11.7,21.7,13.5,0.0,,11.2,,,
72406,Annapolis,2012-11-15,Autumn,5.3,-0.6,8.3,0.0,0.0,,6.8,,1028.2,
72406,Annapolis,2012-12-15,Winter,4.9,-0.6,10.6,0.0,0.0,,5.0,,1023.7,
72406,Annapolis,2013-01-15,Winter,4.0,1.7,5.0,16.8,0.0,,7.2,,1024.8,
72406,Annapolis,2013-02-15,Winter,6.2,-1.7,15.0,2.3,0.0,,7.9,,1015.2,
72406,Annapolis,2013-09-15,Autumn,16.1,8.3,24.4,0.0,0.0,,4.7,,1021.4,
72406,Annapolis,2013-10-15,Autumn,15.0,9.4,21.7,0.0,0.0,,4.3,,1021.8,
72406,Annapolis,2013-11-15,Autumn,5.1,-2.7,15.6,0.5,0.0,,2.2,,1023.7,
72406,Annapolis,2013-12-15,Winter,3.3,0.0,7.8,0.0,0.0,277.0,17.3,,1008.0,
72406,Annapolis,2014-01-15,Winter,3.7,0.0,7.2,0.0,0.0,,4.3,,,
72406,Annapolis,2014-02-15,Winter,1.3,-2.7,2.2,1.5,130.0,1.0,19.8,,,
72406,Annapolis,2014-09-15,Autumn,15.9,10.6,22.2,0.0,0.0,,4.0,,1022.1,
72406,Annapolis,2014-10-15,Autumn,21.9,16.1,24.4,31.2,0.0,,12.2,,,
72406,Annapolis,2014-11-15,Autumn,1.3,-3.8,6.7,0.0,0.0,,7.9,,1028.1,
72406,Annapolis,2014-12-15,Winter,8.1,2.8,11.7,0.0,0.0,,4.0,,1018.1,
72406,Annapolis,2015-01-15,Winter,-0.4,-3.2,4.4,0.0,0.0,,7.6,,1020.1,
72406,Annapolis,2015-02-15,Winter,-9.8,-14.3,-7.7,0.0,30.0,297.0,34.2,,1018.4,
72406,Annapolis,2015-09-15,Autumn,19.1,10.6,28.3,0.0,0.0,,4.7,,1026.5,
72406,Annapolis,2015-10-15,Autumn,12.8,7.2,18.9,0.0,0.0,,7.2,,1016.4,
72406,Annapolis,2015-11-15,Autumn,7.4,-0.5,17.8,0.0,0.0,,9.4,,1026.8,
72406,Annapolis,2015-12-15,Winter,15.7,3.9,19.4,0.3,0.0,274.0,20.5,,1005.9,
72406,Annapolis,2016-01-15,Winter,4.7,-2.7,10.0,6.1,0.0,,6.5,,1008.9,
72406,Annapolis,2016-02-15,Winter,-5.6,-7.1,-1.0,9.7,30.0,,7.9,,,
72406,Annapolis,2016-09-15,Autumn,22.4,18.3,24.4,0.0,0.0,,14.4,,1022.7,
72406,Annapolis,2016-10-15,Autumn,11.6,3.9,18.9,0.0,0.0,,4.3,,1028.2,
72406,Annapolis,2016-11-15,Autumn,11.2,4.4,18.3,0.0,0.0,285.0,9.4,,1011.7,
72406,Annapolis,2016-12-15,Winter,-1.8,-9.9,2.8,0.0,0.0,288.0,28.1,,1019.6,
72406,Annapolis,2017-01-15,Winter,2.3,0.6,6.1,0.0,0.0,,5.4,,1028.6,
72406,Annapolis,2017-02-15,Winter,2.9,-2.1,12.2,0.0,0.0,,16.6,,1000.9,
72406,Annapolis,2017-09-15,Autumn,22.5,16.1,28.3,0.0,0.0,,4.0,,1017.1,
72406,Annapolis,2017-10-15,Autumn,18.9,17.2,24.4,0.0,0.0,,9.7,,1016.2,
72406,Annapolis,2017-11-15,Autumn,5.6,-1.6,11.1,0.0,0.0,,5.4,,1022.4,
72406,Annapolis,2017-12-15,Winter,-2.4,-7.1,-1.6,2.5,0.0,,5.4,,1017.2,
72406,Annapolis,2018-01-15,Winter,-6.4,-10.5,-1.6,0.0,0.0,,5.4,,1034.9,
